lexeme	lang	mframe	mframe_trans	frame	tax_class	field	meaning	example	comment
-острый	русский	резкий_контраст	контраст	четкая линия/изображение с четкими линиями		острый	п
-острый	русский	четкий_картинка	картинка	четкая линия/изображение с четкими линиями		острый	п
-острый	русский	сильный_очки	очки	четкая линия/изображение с четкими линиями		острый	п
-острый	русский	проницательный_человек	человек	умный, хорошо соображающий (о человеке)	качества человека	острый	п
острый	русский	острый_ум	ум	умный, хорошо соображающий (о человеке)		острый	п
острый	русский	проницательный_взгляд	взгляд	умный, хорошо соображающий (о человеке)	качества человека	острый	п
-острый	русский	проницательный_наблюдатель	наблюдатель	умный, хорошо соображающий (о человеке)	качества человека	острый	п
-острый	русский	умный_девочка	девочка	умный, хорошо соображающий (о человеке)	качества человека	острый	п
-острый	русский	умный_голова	голова	умный, хорошо соображающий (о человеке)	качества человека	острый	п
острый	русский	острый_журналист	журналист	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_слово	слово	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_язык	язык	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_высказывание	высказывание	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_критик	критик	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_замечание	замечание	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_критика	критика	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_статья	статья	остроумный, язвительный, меткий человек	качества человека	острый	п
острый	русский	острый_анекдот	анекдот	остроумный, язвительный, меткий человек	качества человека	острый	п
-острый	русский	резкий_человек	человек	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	резкий_взгляд	взгляд	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	резкий_слово	слово	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	резкий_реакция	реакция	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	резкий_брань	брань	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	грубый_ответ	ответ	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	грубый_бесцеремонность	бесцеремонность	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	грубый_цинизм	циннизм	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-острый	русский	строгий_закон	закон	строгий ( о человеке)	качества человека	острый	п
-острый	русский	строгий_правитель	правитель	строгий ( о человеке)	качества человека	острый	п
-острый	русский	строгий_распорядок	распорядок	строгий ( о человеке)	качества человека	острый	п
-острый	русский	строгий_наказание	наказание	строгий ( о человеке)	качества человека	острый	п
-острый	русский	строгий_диета	диета	строгий ( о человеке)	качества человека	острый	п
-острый	русский	непоседливый_ребенок	ребенок	непоседливый (о человеке)	качества человека	острый	п
-острый	русский	узкоспециализированный_исследование	исследование	узкоспециализированное исследование		острый	п
-острый	русский	узкоспециализированный_работа	абота	узкоспециализированное исследование		острый	п
острый	русский	острый_соус	соус	блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
острый	русский	острый_вкус	вкус	блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
острый	русский	острый_перец	перец	блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
-острый	русский	газированный_напиток	напиток	газированный напиток		острый	п
-острый	русский	газированный_вода	вода	газированный напиток		острый	п
-острый	русский	резкий_звук	звук	неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
острый	русский	острый_визг	визг	неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
-острый	русский	резкий_голос	голос	неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
-острый	русский	резкий_лай	лай	неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
-острый	русский	резкий_храп	храп	неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
-острый	русский	резкий_вкус	вкус	неприятно действующий на органы чувств:вкус	физ.свойства: вкус	острый	п
-острый	русский	резкий_свет	свет	неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
-острый	русский	резкий_вспышка	вспышка	неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
острый	русский	острый_блеск	блеск	неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
-острый	русский	резкий_вонь	вонь	неприятно действующий на органы чувств:запах	физ.свойства: запах	острый	п
-острый	русский	резкий_запах	запах	неприятно действующий на органы чувств:запах	физ.свойства: запах	острый	п
-острый	русский	высокий_звук	звук	высокий звук	физ.свойства: звук	острый	п
-острый	русский	высокий_нота	нота	высокий звук	физ.свойства: звук	острый	п
-острый	русский	яркий_цвет	цвет	яркий цвет	физ.свойства:цвет / высокая степень	острый	п
-острый	русский	яркий_синева	синева	яркий цвет	физ.свойства:цвет / высокая степень	острый	п
-острый	русский	яркий_оттенок	оттенок	яркий цвет	физ.свойства:цвет / высокая степень	острый	п
-острый	русский	сильный_запах	запах	сильный запах	физ.свойства: запах / высокая степень	острый	п
-острый	русский	сильный_аромат	аромат	сильный запах	физ.свойства: запах / высокая степень	острый	п
-острый	русский	яркий_свет	свет	яркий свет	физ.свойства: свет / высокая степень	острый	п
-острый	русский	яркий_солнце	солнце	яркий свет	физ.свойства: свет / высокая степень	острый	п
острый	русский	острый_слух	слух	хорошо функционирующий орган чувств		острый	п
острый	русский	острый_зрение	зрение	хорошо функционирующий орган чувств		острый	п
-острый	русский	хороший_глаз	глаза	хорошо функционирующий орган чувств		острый	п
-острый	русский	хороший_ухо	уши	хорошо функционирующий орган чувств		острый	п
острый	русский	острый_нюх	нюх	хорошо функционирующий орган чувств		острый	п
-острый	русский	острый_нос	нос	хорошо функционирующий орган чувств		острый	п
острый	русский	острый_ощущение	ощущение	отчетливое ощущение		острый	п
острый	русский	острый_осознание	осознание	отчетливое ощущение		острый	п
острый	русский	острый_желание	желание	сильная эмоция	высокая степень	острый	п
острый	русский	острый_ревность	ревность	сильная эмоция	высокая степень	острый	п
острый	русский	острый_зависть	зависть	сильная эмоция	высокая степень	острый	п
острый	русский	острый_обида	обида	сильная эмоция	высокая степень	острый	п
острый	русский	острый_стремление	стремление	сильная эмоция	высокая степень	острый	п
острый	русский	острый_мороз	мороз	погодное явление, проявляющееся в высокой степени	высокая степень	острый	п
-острый	русский	резкий_ветер	ветер	погодное явление, проявляющееся в высокой степени	высокая степень	острый	п
-острый	русский	сильный_холод	холод	погодное явление, проявляющееся в высокой степени	высокая степень	острый	п
-острый	русский	сильный_жара	жара	погодное явление, проявляющееся в высокой степени	высокая степень	острый	п
острый	русский	острый_проблема	проблема	требующий немедленного разрешения		острый	п
острый	русский	острый_нехватка	нехватка	требующий немедленного разрешения		острый	п
острый	русский	острый_вопрос	вопрос	требующий немедленного разрешения		острый	п
острый	русский	острый_боль	боль	интенсивное физиологическое ощущение	высокая степень	острый	п
острый	русский	острый_жажда	жажда	интенсивное физиологическое ощущение	высокая степень	острый	п
острый	русский	острый_недосып	недосып	интенсивное физиологическое ощущение	высокая степень	острый	п
острый	русский	острый_дрожь	дрожь	интенсивное физиологическое ощущение	высокая степень	острый	п
острый	русский	острый_слабость	слабость	интенсивное физиологическое ощущение	высокая степень	острый	п
острый	русский	острый_воспаление	воспаление	сильная болезнь	высокая степень	острый	п
острый	русский	острый_грипп	грипп	сильная болезнь	высокая степень	острый	п
острый	русский	острый_заболевание	заболевание	сильная болезнь	высокая степень	острый	п
острый	русский	острый_расстройство	расстройство	сильная болезнь	высокая степень	острый	п
острый	русский	острый_аппендицит	аппендицит	сильная болезнь	высокая степень	острый	п
острый	русский	острый_конфликт	конфликт	напряженный (о взаимодействиях)	высокая степень	острый	п
острый	русский	острый_момент	момент	напряженный (о взаимодействиях)	высокая степень	острый	п
острый	русский	острый_сопротивление	сопротивление	напряженный (о взаимодействиях)	высокая степень	острый	п
острый	русский	острый_спор	спор	напряженный (о взаимодействиях)	высокая степень	острый	п
острый	русский	острый_перепалка	перепалка	напряженный (о взаимодействиях)	высокая степень	острый	п
острый	русский	острый_любопытство	любопытство	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	п
острый	русский	острый_наблюдательность	наблюдательность	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	п
острый	русский	острый_впечатлительность	впечатлительность	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	п
острый	русский	острый_гордость	гордость	интенсивный по степени проявления (о качествах человека)	высокая степень	острый	п
-острый	русский	резкий_подъем	подъем	резкое изменение	высокая степень	острый	п
-острый	русский	резкий_спад	спад	резкое изменение	высокая степень	острый	п
-острый	русский	резкий_взмах	взмах	внезапное,быстрое движение	высокая скорость	острый	п
-острый	русский	резкий_вздох	вздох	внезапное,быстрое движение	высокая скорость	острый	п
-острый	русский	резкий_движение	движение	внезапное,быстрое движение	высокая скорость	острый	п
-острый	русский	резкий_бросок	бросок	внезапное,быстрое движение	высокая скорость	острый	п
-острый	русский	резкий_скачок	скачок	внезапное,быстрое движение	высокая скорость	острый	п
-острый	русский	быстрый_темп	темп	быстрый (о скорости)	высокая скорость	острый	п
-острый	русский	быстрый_бег	бег	быстрый (о скорости)	высокая скорость	острый	п
лэчыд	коми-зырянский (ижемский диалект)	острый_нож	пурт	острый инструмент с режущим краем	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_меч		острый инструмент с режущим краем	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_сабля		острый инструмент с режущим краем	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_лезвие		острый инструмент с режущим краем	физ.свойства	острый	и
лэчыд	коми-зырянский (ижемский диалект)	острый_коса	кӧса / коса	острый инструмент с режущим краем	физ.свойства	острый	и
лэчыд	коми-зырянский (ижемский диалект)	острый_ножницы	шыран	острый инструмент с режущим краем	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_пила		острый инструмент с режущим краем	физ.свойства	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_иголка	ем	острый инструмент с колющим концом	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_стрела	ньӧӧ	острый инструмент с колющим концом	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_кол		острый инструмент с колющим концом	физ.свойства	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_спица	ем	острый инструмент с колющим концом	физ.свойства	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_палка	пу	острый инструмент с колющим концом	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_копье		острый инструмент с колющим концом	физ.свойства	острый	и
лэчыд	коми-зырянский (ижемский диалект)	острый_зуб	пинь	острый инструмент с колющим концом	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_ноготь	гыж	острый инструмент с колющим концом	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	острый_рог	сюр	острый инструмент с колющим концом	физ.свойства	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_нос	ныр	предмет, суживающийся к концу	физ.свойства: форма	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_угол	рӧч	геометрическая форма	физ.свойства: форма	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_носок	ныр	предмет, суживающийся к концу	физ.свойства: форма	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_гора	гӧра	предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_локоть	гырддя	предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_клюв	ныр	предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_колпак		предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_подбородок	тшӧка	предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_каблук		предмет, суживающийся к концу	физ.свойства: форма	острый	и
	коми-зырянский (ижемский диалект)	острый_мачта		предмет, суживающийся к концу	физ.свойства: форма	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	острый_шип	ем	колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	колючий_одеяло	шӧбрас	колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	колючий_щетина		колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	колючий_шерсть	гӧн	колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	колючий_куст		колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
	коми-зырянский (ижемский диалект)	колючий_свитер		колющаяся поверхность/колющийся предмет	физ.свойства	острый	и
-лэчыд	коми-зырянский (ижемский диалект)	крутой_поворот		полоса, резко меняющая направление	физ.свойства: форма	острый	п
	коми-зырянский (ижемский диалект)	крутой_изгиб		полоса, резко меняющая направление	физ.свойства: форма	острый	п
	коми-зырянский (ижемский диалект)	крутой_излучина		полоса, резко меняющая направление	физ.свойства: форма	острый	п
	коми-зырянский (ижемский диалект)	крутой_подъем	каэм	отвесный, обрывистый, крутой склон	физ.свойства: форма	острый	п
	коми-зырянский (ижемский диалект)	крутой_склон	чой бӧр	отвесный, обрывистый, крутой склон	физ.свойства: форма	острый	п
	коми-зырянский (ижемский диалект)	крутой_берег	берег	отвесный, обрывистый, крутой склон	физ.свойства: форма	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	крутой_гора	гӧра	отвесный, обрывистый, крутой склон	физ.свойства: форма	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	четкий_линия		четкая линия/изображение с четкими линиями		острый	п
-лэчыд	коми-зырянский (ижемский диалект)	четкий_фотография	карточка	четкая линия/изображение с четкими линиями		острый	п
	коми-зырянский (ижемский диалект)	резкий_контраст		четкая линия/изображение с четкими линиями		острый	п
	коми-зырянский (ижемский диалект)	четкий_картинка		четкая линия/изображение с четкими линиями		острый	п
	коми-зырянский (ижемский диалект)	сильный_очки		четкая линия/изображение с четкими линиями		острый	п
-лэчыд	коми-зырянский (ижемский диалект)	проницательный_человек	морт	умный, хорошо соображающий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_ум	вежэр	умный, хорошо соображающий (о человеке)		острый	п
	коми-зырянский (ижемский диалект)	проницательный_взгляд	син	умный, хорошо соображающий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	проницательный_наблюдатель		умный, хорошо соображающий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	умный_девочка	ныы	умный, хорошо соображающий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	умный_голова	юр	умный, хорошо соображающий (о человеке)	качества человека	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	острый_журналист		остроумный, язвительный, меткий человек	качества человека	острый	п
лэчыд	коми-зырянский (ижемский диалект)	острый_слово	кыы	остроумный, язвительный, меткий человек	качества человека	острый	п
лэчыд	коми-зырянский (ижемский диалект)	острый_язык	кыы	остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_высказывание		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_критик		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_замечание		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_критика		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_статья		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	острый_анекдот		остроумный, язвительный, меткий человек	качества человека	острый	п
	коми-зырянский (ижемский диалект)	резкий_человек	морт	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
лэчыд	коми-зырянский (ижемский диалект)	резкий_взгляд	син	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
лэчыд	коми-зырянский (ижемский диалект)	резкий_слово	кыы	грубый, жестокий, резкий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	резкий_реакция		грубый, жестокий, резкий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	резкий_брань		грубый, жестокий, резкий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	грубый_ответ		грубый, жестокий, резкий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	грубый_бесцеремонность		грубый, жестокий, резкий (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	грубый_цинизм		грубый, жестокий, резкий (о человеке)	качества человека	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	строгий_закон		строгий ( о человеке)	качества человека	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	строгий_правитель	веськедлысь	строгий ( о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	строгий_распорядок		строгий ( о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	строгий_наказание		строгий ( о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	строгий_диета		строгий ( о человеке)	качества человека	острый	п
лэчыд	коми-зырянский (ижемский диалект)	непоседливый_ребенок	челядь	непоседливый (о человеке)	качества человека	острый	п
	коми-зырянский (ижемский диалект)	узкоспециализированный_исследование		узкоспециализированное исследование		острый	п
	коми-зырянский (ижемский диалект)	узкоспециализированный_работа	рӧбета	узкоспециализированное исследование		острый	п
-лэчыд	коми-зырянский (ижемский диалект)	острый_соус		блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
-лэчыд	коми-зырянский (ижемский диалект)	острый_вкус		блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
	коми-зырянский (ижемский диалект)	острый_перец		блюдо с большим количеством специй и пряностей	физ.свойства: вкус	острый	п
	коми-зырянский (ижемский диалект)	газированный_напиток		газированный напиток		острый	п
	коми-зырянский (ижемский диалект)	газированный_вода	ва	газированный напиток		острый	п
лэчыд	коми-зырянский (ижемский диалект)	резкий_звук		неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
	коми-зырянский (ижемский диалект)	острый_визг		неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
	коми-зырянский (ижемский диалект)	резкий_голос		неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
	коми-зырянский (ижемский диалект)	резкий_лай		неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
	коми-зырянский (ижемский диалект)	резкий_храп		неприятно действующий на органы чувств: звук	физ.свойства: звук	острый	п
	коми-зырянский (ижемский диалект)	резкий_вкус		неприятно действующий на органы чувств:вкус	физ.свойства: вкус	острый	п
	коми-зырянский (ижемский диалект)	резкий_свет	би	неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
	коми-зырянский (ижемский диалект)	резкий_вспышка		неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
	коми-зырянский (ижемский диалект)	острый_блеск		неприятно действующий на органы чувств:свет	физ.свойства: свет	острый	п
	коми-зырянский (ижемский диалект)	резкий_вонь	иска	неприятно действующий на органы чувств:запах	физ.свойства: запах	острый	п
